MeSH ID	Tree ID	Name	Description	Comment	Counts [Pubmed counts]	Color
D016111	C18.452.584.563.641.723	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016111	C18.452.648.398.641.723	Sjogren-Larsson Syndrome	An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.		278	
D016112	C16.131.831.512.410	Ichthyosis Vulgaris	Most common form of ICHTHYOSIS characterized by prominent scaling especially on the exterior surfaces of the extremities. It is inherited as an autosomal dominant trait.		160	
D016112	C16.320.850.405	Ichthyosis Vulgaris	Most common form of ICHTHYOSIS characterized by prominent scaling especially on the exterior surfaces of the extremities. It is inherited as an autosomal dominant trait.		160	
D016112	C17.800.428.333.410	Ichthyosis Vulgaris	Most common form of ICHTHYOSIS characterized by prominent scaling especially on the exterior surfaces of the extremities. It is inherited as an autosomal dominant trait.		160	
D016112	C17.800.804.512.410	Ichthyosis Vulgaris	Most common form of ICHTHYOSIS characterized by prominent scaling especially on the exterior surfaces of the extremities. It is inherited as an autosomal dominant trait.		160	
D016112	C17.800.827.405	Ichthyosis Vulgaris	Most common form of ICHTHYOSIS characterized by prominent scaling especially on the exterior surfaces of the extremities. It is inherited as an autosomal dominant trait.		160	
D016113	C16.131.831.512.400	Ichthyosiform Erythroderma, Congenital	Designation for several severe forms of ichthyosis, present at birth, that are characterized by hyperkeratotic scaling. Infants may be born encased in a collodion membrane which begins shedding within 24 hours. This is followed in about two weeks by persistent generalized scaling. The forms include bullous (HYPERKERATOSIS, EPIDERMOLYTIC), non-bullous (ICHTHYOSIS, LAMELLAR), wet type, and dry type.		490	
D016113	C16.320.850.400	Ichthyosiform Erythroderma, Congenital	Designation for several severe forms of ichthyosis, present at birth, that are characterized by hyperkeratotic scaling. Infants may be born encased in a collodion membrane which begins shedding within 24 hours. This is followed in about two weeks by persistent generalized scaling. The forms include bullous (HYPERKERATOSIS, EPIDERMOLYTIC), non-bullous (ICHTHYOSIS, LAMELLAR), wet type, and dry type.		490	
D016113	C16.614.492.400	Ichthyosiform Erythroderma, Congenital	Designation for several severe forms of ichthyosis, present at birth, that are characterized by hyperkeratotic scaling. Infants may be born encased in a collodion membrane which begins shedding within 24 hours. This is followed in about two weeks by persistent generalized scaling. The forms include bullous (HYPERKERATOSIS, EPIDERMOLYTIC), non-bullous (ICHTHYOSIS, LAMELLAR), wet type, and dry type.		490	
D016113	C17.800.428.333.250	Ichthyosiform Erythroderma, Congenital	Designation for several severe forms of ichthyosis, present at birth, that are characterized by hyperkeratotic scaling. Infants may be born encased in a collodion membrane which begins shedding within 24 hours. This is followed in about two weeks by persistent generalized scaling. The forms include bullous (HYPERKERATOSIS, EPIDERMOLYTIC), non-bullous (ICHTHYOSIS, LAMELLAR), wet type, and dry type.		490	
D016113	C17.800.804.512.400	Ichthyosiform Erythroderma, Congenital	Designation for several severe forms of ichthyosis, present at birth, that are characterized by hyperkeratotic scaling. Infants may be born encased in a collodion membrane which begins shedding within 24 hours. This is followed in about two weeks by persistent generalized scaling. The forms include bullous (HYPERKERATOSIS, EPIDERMOLYTIC), non-bullous (ICHTHYOSIS, LAMELLAR), wet type, and dry type.		490	
D016113	C17.800.827.400	Ichthyosiform Erythroderma, Congenital	Designation for several severe forms of ichthyosis, present at birth, that are characterized by hyperkeratotic scaling. Infants may be born encased in a collodion membrane which begins shedding within 24 hours. This is followed in about two weeks by persistent generalized scaling. The forms include bullous (HYPERKERATOSIS, EPIDERMOLYTIC), non-bullous (ICHTHYOSIS, LAMELLAR), wet type, and dry type.		490	
D016114	C16.131.831.512.420	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C16.320.322.241	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C16.320.565.925.400	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C16.320.850.408	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C16.614.492.420	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C17.800.428.333.420	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C17.800.804.512.420	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C17.800.827.408	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016114	C18.452.648.925.400	Ichthyosis, X-Linked	Chronic form of ichthyosis that is inherited as a sex-linked recessive trait carried on the X-chromosome and transmitted to the male offspring. It is characterized by severe scaling, especially on the extremities, and is associated with steroid sulfatase deficiency.		240	
D016115	C11.270.040.545	Albinism, Oculocutaneous	Heterogeneous group of autosomal recessive disorders comprising at least four recognized types, all having in common varying degrees of hypopigmentation of the skin, hair, and eyes. The two most common are the tyrosinase-positive and tyrosinase-negative types.		893	
D016115	C16.320.290.040.100	Albinism, Oculocutaneous	Heterogeneous group of autosomal recessive disorders comprising at least four recognized types, all having in common varying degrees of hypopigmentation of the skin, hair, and eyes. The two most common are the tyrosinase-positive and tyrosinase-negative types.		893	
D016115	C16.320.565.100.102.100	Albinism, Oculocutaneous	Heterogeneous group of autosomal recessive disorders comprising at least four recognized types, all having in common varying degrees of hypopigmentation of the skin, hair, and eyes. The two most common are the tyrosinase-positive and tyrosinase-negative types.		893	
D016115	C16.320.850.080.100	Albinism, Oculocutaneous	Heterogeneous group of autosomal recessive disorders comprising at least four recognized types, all having in common varying degrees of hypopigmentation of the skin, hair, and eyes. The two most common are the tyrosinase-positive and tyrosinase-negative types.		893	
D016115	C17.800.621.440.102.100	Albinism, Oculocutaneous	Heterogeneous group of autosomal recessive disorders comprising at least four recognized types, all having in common varying degrees of hypopigmentation of the skin, hair, and eyes. The two most common are the tyrosinase-positive and tyrosinase-negative types.		893	
D016115	C17.800.827.080.100	Albinism, Oculocutaneous	Heterogeneous group of autosomal recessive disorders comprising at least four recognized types, all having in common varying degrees of hypopigmentation of the skin, hair, and eyes. The two most common are the tyrosinase-positive and tyrosinase-negative types.		893	
D016115	C18.452.648.100.102.100	Albinism, Oculocutaneous	Heterogeneous group of autosomal recessive disorders comprising at least four recognized types, all having in common varying degrees of hypopigmentation of the skin, hair, and eyes. The two most common are the tyrosinase-positive and tyrosinase-negative types.		893	
D016116	C16.320.290.040.600	Piebaldism	Autosomal dominant, congenital disorder characterized by localized hypomelanosis of the skin and hair. The most familiar feature is a white forelock presenting in 80 to 90 percent of the patients. The underlying defect is possibly related to the differentiation and migration of melanoblasts, as well as to defective development of the neural crest (neurocristopathy). Piebaldism may be closely related to WAARDENBURG SYNDROME.		284	
D016116	C16.320.565.100.102.600	Piebaldism	Autosomal dominant, congenital disorder characterized by localized hypomelanosis of the skin and hair. The most familiar feature is a white forelock presenting in 80 to 90 percent of the patients. The underlying defect is possibly related to the differentiation and migration of melanoblasts, as well as to defective development of the neural crest (neurocristopathy). Piebaldism may be closely related to WAARDENBURG SYNDROME.		284	
D016116	C16.320.850.080.600	Piebaldism	Autosomal dominant, congenital disorder characterized by localized hypomelanosis of the skin and hair. The most familiar feature is a white forelock presenting in 80 to 90 percent of the patients. The underlying defect is possibly related to the differentiation and migration of melanoblasts, as well as to defective development of the neural crest (neurocristopathy). Piebaldism may be closely related to WAARDENBURG SYNDROME.		284	
