MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D015673	C01.925.330|C05.651.310|C10.586.500.600|C10.668.364|C23.550.291.500.407	Fatigue Syndrome, Chronic	A syndrome characterized by persistent or recurrent fatigue, diffuse musculoskeletal pain, sleep disturbances, and subjective cognitive impairment of 6 months duration or longer. Symptoms are not caused by ongoing exertion; are not relieved by rest; and result in a substantial reduction of previous levels of occupational, educational, social, or personal activities. Minor alterations of immune, neuroendocrine, and autonomic function may be associated with this syndrome. There is also considerable overlap between this condition and FIBROMYALGIA. (From Semin Neurol 1998;18(2):237-42; Ann Intern Med 1994 Dec 15;121(12): 953-9)	""	0	#FFFFFF
D015674	C04.588.531|C22.520	Mammary Neoplasms, Animal	Tumors or cancer of the MAMMARY GLAND in animals (MAMMARY GLANDS, ANIMAL).	""	0	#FFFFFF
D015701	C26.304.500	Near Drowning	Non-fatal immersion or submersion in water. The subject is resuscitable.	""	0	#FFFFFF
D015715	C11.204.267	Corneal Edema	An excessive amount of fluid in the cornea due to damage of the epithelium or endothelium causing decreased visual acuity.	""	0	#FFFFFF
D015745	C23.550.382.437|C26.392.560.325	Granuloma, Foreign-Body	Histiocytic, inflammatory response to a foreign body. It consists of modified macrophages with multinucleated giant cells, in this case foreign-body giant cells (GIANT CELLS, FOREIGN-BODY), usually surrounded by lymphocytes.	""	0	#FFFFFF
D015746	C23.888.592.612.054|C23.888.821.030	Abdominal Pain	Sensation of discomfort, distress, or agony in the abdominal region.	""	0	#FFFFFF
D015769	C08.280|C23.550.382.968	Granuloma, Respiratory Tract	Granulomatous disorders affecting one or more sites in the respiratory tract.	""	0	#FFFFFF
D015775	C26.404.437	Fractures, Stress	Fractures due to the strain caused by repetitive exercise. They are thought to arise from a combination of MUSCLE FATIGUE and bone failure, and occur in situations where BONE REMODELING predominates over repair. The most common sites of stress fractures are the METATARSUS; FIBULA; TIBIA; and FEMORAL NECK.	""	0	#FFFFFF
D015776	C16.320.850.475.440|C17.800.428.435.440|C17.800.827.475.440	Keratoderma, Palmoplantar, Diffuse	An autosomal dominant disorder characterized by a widely distributed, well-demarcated hyperkeratosis of the palms and soles. There is more than one genotypically distinct form, each of which is clinically similar but histologically distinguishable. Diffuse palmoplantar keratoderma is distinct from palmoplantar keratoderma (KERATODERMA, PALMOPLANTAR), as the former exhibits autosomal dominant inheritance and hyperhidrosis is frequently present.	""	0	#FFFFFF
D015783	C11.250.060|C11.270.060|C11.941.375.060|C16.131.384.079|C16.320.290.078	Aniridia	A congenital abnormality in which there is only a rudimentary iris. This is due to the failure of the optic cup to grow. Aniridia also occurs in a hereditary form, usually autosomal dominant.	""	0	#FFFFFF
D015785	C11.270|C16.320.290	Eye Diseases, Hereditary	Transmission of gene defects or chromosomal aberrations/abnormalities which are expressed in extreme variation in the structure or function of the eye. These may be evident at birth, but may be manifested later with progression of the disorder.	""	0	#FFFFFF
D015787	C01.150.252.400.536.400|C01.150.252.400.794.352.250.400|C01.150.252.819.310|C01.800.720.310|C01.920.930.513.400|C17.800.229.200|C17.800.838.765.310	Erythema Chronicum Migrans	A deep type of gyrate erythema that follows a bite by an ixodid tick; it is a stage-1 manifestation of LYME DISEASE. The site of the bite is characterized by a red papule that expands peripherally as a nonscaling, palpable band that clears centrally. This condition is often associated with systemic symptoms such as chills, fever, headache, malaise, nausea, vomiting, fatigue, backache, and stiff neck.	""	0	#FFFFFF
D015792	C11.250.666|C11.270.660|C11.768.660|C16.131.384.784|C16.320.290.660	Retinal Dysplasia	Congenital, often bilateral, retinal abnormality characterized by the arrangement of outer nuclear retinal cells in a palisading or radiating pattern surrounding a central ocular space. This disorder is sometimes hereditary.	""	0	#FFFFFF
D015794	C11.270.142|C11.941.160.300|C16.320.290.142|C16.320.322.092	Choroideremia	An X chromosome-linked abnormality characterized by atrophy of the choroid and degeneration of the retinal pigment epithelium causing night blindness.	""	0	#FFFFFF
D015799	C11.270.468|C11.941.160.578|C16.320.290.468	Gyrate Atrophy	Progressive, autosomal recessive, diffuse atrophy of the choroid, pigment epithelium, and sensory retina that begins in childhood.	""	0	#FFFFFF
D015807	C10.900.300.284.250.270|C26.915.300.425.250.270|C26.986.450	Eye Injuries, Penetrating	Deeply perforating or puncturing type intraocular injuries.	""	0	#FFFFFF
D015811	C04.588.364.978.400|C11.319.494.400|C11.941.375.375|C11.941.855.400	Iris Neoplasms	Tumors of the iris characterized by increased pigmentation of melanocytes. Iris nevi are composed of proliferated melanocytes and are associated with neurofibromatosis and malignant melanoma of the choroid and ciliary body. Malignant melanoma of the iris often originates from preexisting nevi.	""	0	#FFFFFF
D015812	C11.525.381.056	Glaucoma, Angle-Closure	A form of glaucoma in which the intraocular pressure increases because the angle of the anterior chamber is blocked and the aqueous humor cannot drain from the anterior chamber.	""	0	#FFFFFF
D015814	C11.540	Ocular Hypotension	Abnormally low intraocular pressure often related to chronic inflammation (uveitis).	""	0	#FFFFFF
D015817	C01.375|C11.294	Eye Infections	Infection, moderate to severe, caused by bacteria, fungi, or viruses, which occurs either on the external surface of the eye or intraocularly with probable inflammation, visual impairment, or blindness.	""	0	#FFFFFF
D015818	C01.150.252.289|C01.375.354|C11.294.354	Eye Infections, Bacterial	Infections in the inner or external eye caused by microorganisms belonging to several families of bacteria. Some of the more common genera found are Haemophilus, Neisseria, Staphylococcus, Streptococcus, and Chlamydia.	""	0	#FFFFFF
D015819	C25.775.793	Substance Abuse, Intravenous	Abuse, overuse, or misuse of a substance by its injection into a vein.	""	0	#FFFFFF
D015821	C01.150.703.320|C01.375.450|C11.294.450	Eye Infections, Fungal	Infection by a variety of fungi, usually through four possible mechanisms: superficial infection producing conjunctivitis, keratitis, or lacrimal obstruction; extension of infection from neighboring structures - skin, paranasal sinuses, nasopharynx; direct introduction during surgery or accidental penetrating trauma; or via the blood or lymphatic routes in patients with underlying mycoses.	""	0	#FFFFFF
D015822	C01.610.300|C11.294.725	Eye Infections, Parasitic	Mild to severe infections of the eye and its adjacent structures (adnexa) by adult or larval protozoan or metazoan parasites.	""	0	#FFFFFF
D015823	C01.610.300.125|C01.610.752.049.203|C11.204.564.112|C11.294.725.125	Acanthamoeba Keratitis	Infection of the cornea by an ameboid protozoan which may cause corneal ulceration leading to blindness.	""	0	#FFFFFF
D015826	C05.116.099.708.582	Langer-Giedion Syndrome	Autosomal dominant disorder characterized by cone-shaped epiphyses in the hands and multiple cartilaginous exostoses. INTELLECTUAL DISABILITY and abnormalities of chromosome 8 are often present. The exostoses in this syndrome appear identical to those of hereditary multiple exostoses (EXOSTOSES, HEREDITARY MULTIPLE).	""	0	#FFFFFF
D015827	C01.610.300.562|C01.610.335.508.700.750.361.699.500|C01.920.891|C11.294.725.562	Onchocerciasis, Ocular	Filarial infection of the eyes transmitted from person to person by bites of Onchocerca volvulus-infected black flies. The microfilariae of Onchocerca are thus deposited beneath the skin. They migrate through various tissues including the eye. Those persons infected have impaired vision and up to 20% are blind. The incidence of eye lesions has been reported to be as high as 30% in Central America and parts of Africa.	""	0	#FFFFFF
D015828	C01.375.725|C01.925.325|C11.294.800	Eye Infections, Viral	Infections of the eye caused by minute intracellular agents. These infections may lead to severe inflammation in various parts of the eye - conjunctiva, iris, eyelids, etc. Several viruses have been identified as the causative agents. Among these are Herpesvirus, Adenovirus, Poxvirus, and Myxovirus.	""	0	#FFFFFF
D015829	C01.150.252.289.900|C01.150.703.320.900|C01.375.265.500|C01.375.354.900|C01.375.450.900|C01.830.900|C11.294.265.500|C11.294.354.900|C11.294.450.900|C11.941.879.960	Uveitis, Suppurative	Intraocular infection caused mainly by pus-producing bacteria and rarely by fungi. The infection may be caused by an injury or surgical wound (exogenous) or by endogenous septic emboli in such diseases as bacterial endocarditis or meningococcemia.	""	0	#FFFFFF
D015831	C04.557.450.565.575.610|C05.116.099.708.670	Osteochondroma	A cartilage-capped benign tumor that often appears as a stalk on the surface of bone. It is probably a developmental malformation rather than a true neoplasm and is usually found in the metaphysis of the distal femur, proximal tibia, or proximal humerus. Osteochondroma is the most common of benign bone tumors.	""	0	#FFFFFF
D015834	C09.218.568.120	Cochlear Diseases	Pathological processes of the snail-like structure (COCHLEA) of the inner ear (LABYRINTH) which can involve its nervous tissue, blood vessels, or fluid (ENDOLYMPH).	""	0	#FFFFFF
D015835	C10.228.758|C10.292.562|C11.590	Ocular Motility Disorders	Disorders that feature impairment of eye movements as a primary manifestation of disease. These conditions may be divided into infranuclear, nuclear, and supranuclear disorders. Diseases of the eye muscles or oculomotor cranial nerves (III, IV, and VI) are considered infranuclear. Nuclear disorders are caused by disease of the oculomotor, trochlear, or abducens nuclei in the BRAIN STEM. Supranuclear disorders are produced by dysfunction of higher order sensory and motor systems that control eye movements, including neural networks in the CEREBRAL CORTEX; BASAL GANGLIA; CEREBELLUM; and BRAIN STEM. Ocular torticollis refers to a head tilt that is caused by an ocular misalignment. Opsoclonus refers to rapid, conjugate oscillations of the eyes in multiple directions, which may occur as a parainfectious or paraneoplastic condition (e.g., OPSOCLONUS-MYOCLONUS SYNDROME). (Adams et al., Principles of Neurology, 6th ed, p240)	""	0	#FFFFFF
D015837	C09.218.568.900	Vestibular Diseases	Pathological processes of the VESTIBULAR LABYRINTH which contains part of the balancing apparatus. Patients with vestibular diseases show instability and are at risk of frequent falls.	""	0	#FFFFFF
D015838	C05.550.287	Chondromatosis, Synovial	Rare, benign, chronic, progressive metaplasia in which cartilage is formed in the synovial membranes of joints, tendon sheaths, or bursae. Some of the metaplastic foci can become detached producing loose bodies. When the loose bodies undergo secondary calcification, the condition is called synovial osteochondromatosis.	""	0	#FFFFFF
D015840	C10.292.562.700|C11.590.436	Oculomotor Nerve Diseases	Diseases of the oculomotor nerve or nucleus that result in weakness or paralysis of the superior rectus, inferior rectus, medial rectus, inferior oblique, or levator palpebrae muscles, or impaired parasympathetic innervation to the pupil. With a complete oculomotor palsy, the eyelid will be paralyzed, the eye will be in an abducted and inferior position, and the pupil will be markedly dilated. Commonly associated conditions include neoplasms, CRANIOCEREBRAL TRAUMA, ischemia (especially in association with DIABETES MELLITUS), and aneurysmal compression. (From Adams et al., Principles of Neurology, 6th ed, p270)	""	0	#FFFFFF
D015841	C11.675.319	Enophthalmos	Recession of the eyeball into the orbit.	""	0	#FFFFFF
D015845	C10.597.690.575|C11.710.800|C23.888.592.708.575	Tonic Pupil	"A pupillary abnormality characterized by a poor pupillary light reaction, reduced accommodation, iris sector palsies, an enhanced pupillary response to near effort that results in a prolonged, ""tonic"" constriction, and slow pupillary redilation. This condition is associated with injury to the postganglionic parasympathetic innervation to the pupil. (From Miller et al., Clinical Neuro-Ophthalmology, 4th ed, pp492-500)"	""	0	#FFFFFF
D015858	C11.744.126	Anisometropia	A condition of an inequality of refractive power of the two eyes.	""	0	#FFFFFF
D015861	C11.768.725|C23.550.589.500.725	Retinal Neovascularization	Formation of new blood vessels originating from the retinal veins and extending along the inner (vitreal) surface of the retina.	""	0	#FFFFFF
D015862	C11.941.160	Choroid Diseases	Disorders of the choroid including hereditary choroidal diseases, neoplasms, and other abnormalities of the vascular layer of the uvea.	""	0	#FFFFFF
D015863	C11.941.375.360|C11.941.879.780.880.400	Iridocyclitis	Acute or chronic inflammation of the iris and ciliary body characterized by exudates into the anterior chamber, discoloration of the iris, and constricted, sluggish pupil. Symptoms include radiating pain, photophobia, lacrimation, and interference with vision.	""	0	#FFFFFF
D015864	C11.941.879.780	Panuveitis	Inflammation in which both the anterior and posterior segments of the uvea are involved and a specific focus is not apparent. It is often severe and extensive and a serious threat to vision. Causes include systemic diseases such as tuberculosis, sarcoidosis, and syphilis, as well as malignancies. The intermediate segment of the eye is not involved.	""	0	#FFFFFF
D015866	C11.941.879.780.900	Uveitis, Posterior	Inflammation of the choroid as well as the retina and vitreous body. Some form of visual disturbance is usually present. The most important characteristics of posterior uveitis are vitreous opacities, choroiditis, and chorioretinitis.	""	0	#FFFFFF
D015867	C11.941.879.900	Uveitis, Intermediate	Inflammation of the pars plana, ciliary body, and adjacent structures.	""	0	#FFFFFF
D015868	C11.941.160.478.700|C11.941.879.780.900.300.659|C11.941.879.900.500	Pars Planitis	Form of granulomatous uveitis occurring in the region of the pars plana. This disorder is a common condition with no detectable focal pathology. It causes fibrovascular proliferation at the inferior ora serrata.	""	0	#FFFFFF
